 ,red_text,black_text,color,temp
7348,,"Ὁ θάνατος νενέκρωται, ὁ ᾍδῃς ἠχμαλώτισται, οἱ ἐν δεσμοῖς ἠλευθερώθησαν, Χριστοῦ τῇ Ἀναστάσει. Ἀγαλλιασώμεθα καὶ χεῖρας κροτήσωμεν, ἑορτάζοντες φαιδρῶς.",black,
7349,,"Ἀπόστολοι σκιρτήσατε, καὶ Ἄγγελοι χορεύσατε, οἱ γηγενεῖς πάντες ἀγάλλεσθε, ὁ Κύριος ἀνέστη, φθορὰ ἐξωστράκισται, καὶ ἡ λύπη πέπαυται, καὶ χορεύει ὁ Ἀδάμ.",black,
7350,,"Πηγὴ ὑπάρχων Κύριε, ζωῆς ὕδωρ ἀφέσεως, καὶ ἐπιγνώσεως δεδώρησαι, γυναικὶ αἰτησάσῃ, πάλαι Σαμαρείτιδι· διὸ ἀνυμνοῦμέν σου, τοὺς ἀφάτους οἰκτιρμούς.",black,
7351,,Δόξα...,black,
7352,,"Μονάδα τρισυπόστατον, Τριάδα Ὁμοούσιον, Πατέρα, Λόγον, καὶ Πνεῦμα ἅγιον, ἀμέριστον τῇ φύσει, Θεὸν ἕνα σέβομεν, ποιητὴν καὶ Κύριον, καὶ Δεσπότην τοῦ παντός.",black,
7353,,Καὶ νῦν...,black,
7354,Θεοτοκίον,,red,
7355,,"Σὲ πύλην ἀδιόδευτον, καὶ χώραν ἀγεώργητον, καὶ κιβωτὸν τὸ Μάννα φέρουσαν, καὶ στάμνον καὶ λυχνίαν, καὶ θυμιατήριον τοῦ ἀΰλου ἄνθρακος, ὀνομάζομεν Ἁγνή.",black,
7356,Καταβασία,,red,
7357,,"«Ὀρθρίσωμεν ὄρθρου βαθέος, καὶ ἀντὶ μύρου τὸν ὕμνον προσοίσωμεν τῷ Δεσπότῃ, καὶ Χριστὸν ὀψόμεθα, δικαιοσύνης ἥλιον, πᾶσι ζωὴν ἀνατέλλοντα».",black,
7358,"Κανών α', ᾨδὴ ς', τοῦ Πάσχα",,red,
7359,Ἦχος α',,red,
7360,Ὁ Εἱρμὸς,,red,
7361,,"«Κατῆλθες ἐν τοῖς κατωτάτοις τῆς γῆς, καὶ συνέτριψας μοχλοὺς αἰωνίους, κατόχους πεπεδημένων Χριστέ, καὶ τριήμερος ὡς ἐκ κήτους Ἰωνᾶς, ἐξανέστης τοῦ τάφου».",black,
7362,,"Φυλάξας τὰ σήμαντρα σῷα Χριστέ, ἐξηγέρθης τοῦ τάφου, ὁ τὰς κλεῖς τῆς Παρθένου μὴ λυμηνάμενος ἐν τῷ τόκῳ σου, καὶ ἀνέῳξας ἡμῖν, Παραδείσου τὰς πύλας.",black,
7363,,"Σῶτέρ μου τὸ ζῶν τε καὶ ἄθυτον, ἱερεῖον, ὡς Θεός, σεαυτὸν ἑκουσίως, προσαγαγὼν τῷ Πατρί, συνανέστησας, παγγενῆ τὸν Ἀδάμ, ἀναστὰς ἐκ τοῦ τάφου.",black,
7364,"Κανών β', ᾨδὴ ς', τῆς Θεοτόκου",,red,
7365,Ἦχος α',,red,
7366,Κατῆλθες ἐν τοῖς κατωτάτοις τῆς γῆς,,red,
7367,,"Ἀνῆκται τὸ πάλαι κρατούμενον, τῷ θανάτῳ καὶ φθορᾷ, διὰ τοῦ σαρκωθέντος, ἐκ σῆς ἀχράντου γαστρὸς πρὸς τὴν ἄφθαρτον, καὶ ἀΐδιον ζωήν, Θεοτόκε Παρθένε.",black,
7368,,"Κατῆλθεν ἐν τοῖς κατωτάτοις τῆς γῆς ὁ λαγόσι σου Ἁγνή, κατελθὼν καὶ οἰκήσας, καὶ σαρκωθεὶς ὑπὲρ νοῦν καὶ συνήγειρεν, ἑαυτῷ τὸν Ἀδάμ, ἀναστὰς ἐκ τοῦ τάφου.",black,
7369,"Κανών γ', ᾨδὴ ς', τῆς Μεσοπεντηκοστῆς",,red,
7370,Ἦχος πλ. δ',,red,
7371,Ὡς ὕδατα θαλάσσης,,red,
7372,,"Ὁ πάντα περιέπων τὰ πέρατα ἀνῆλθες Ἰησοῦ, καὶ ἐδίδασκες, ἐν τῷ ἱερῷ τοὺς ὄχλους, τὸν λόγον τῆς ἀληθείας, τῆς ἑορτῆς μεσούσης, ὡς Ἰωάννης βοᾷ.",black,
7373,,"Ἀνέπτυξας τὰ χείλη σου Δέσποτα, ἐκήρυξας τῷ κόσμῳ, τὸν ἄχρονον Πατέρα καὶ τὸ πανάγιον Πνεῦμα, τὸ συγγενὲς ἀμφοτέρων, φυλάττων, καὶ μετὰ σάρκωσιν.",black,
7374,,"Τὸ ἔργον τοῦ Πατρὸς ἐτελείωσας, τοῖς ἔργοις ἐπιστώσω τοὺς λόγους σου ἰάσεις τελῶν Σωτὴρ καὶ σημεῖα, Παράλυτον ἀνορθῶν, λεπροὺς καθαίρων, καὶ τοὺς νεκρούς ἀνιστῶν.",black,
7375,,"Ὁ ἄναρχος Υἱός, ἀρχὴ γέγονε, λαβὼν τὸ καθ' ἡμᾶς, ἐνηνθρώπησε, καὶ μέσον τῆς ἑορτῆς ἐδίδασκε λέγων· Προσδράμετε τῇ πηγῇ τῇ ἀενάῳ, ζωὴν ἀρύσασθαι.",black,
7376,,Δόξα...,black,
7377,,"Τὴν μίαν ἐν Τριάδι Θεότητα, οὐσίαν τρισυπόστατον ἄκτιστον, ἀμέριστον πάντες δοξολογοῦμεν, Πατέρα, καὶ τὸν Υἱόν, καὶ τὸ ἅγιον Πνεῦμα, ὡς τρία οὖσαν καὶ ἕν.",black,
7378,,Καὶ νῦν ...,black,
7379,Θεοτοκίον,,red,
7380,,"Παρθένον μετὰ τόκον ὑμνοῦμέν σε, Παρθένον καὶ Μητέρα δοξάζομεν, σὲ μόνην ἁγνὴ Θεόνυμφε Κόρη· ἐκ σοῦ γὰρ ὄντως Θεὸς ἐσαρκώθη, ζωοποιήσας ἡμᾶς.",black,
7381,"Κανών δ', ᾨδὴ ς', τῆς Σαμαρείτιδος",,red,
7382,Ἦχος δ',,red,
7383,Ὁ Εἱρμὸς,,red,
7384,,"«Μὴ καταποντισάτω με καταιγὶς ὕδατος, μηδὲ καταπιέτω με βυθός· ἀπέρριμμαι γὰρ εἰς βάθη, καρδίας θαλάσσης, τῶν κακῶν μου· διό σοι κραυγάζω ὡς Ἰωνᾶς· Ἀναβήτω ἐκ φθορᾶς ἡ ζωή μου πρὸς σέ, ὁ Θεὸς ἡμῶν».",black,
7385,,"Σταυρῷ σε οἱ παράνομοι, Ἰησοῦ ἥλωσαν, καὶ λόγχῃ ἐξεκέντησαν Χριστέ, καὶ Ἰωσὴφ ὁ εὐσχήμων σε κηδεύει, ἐν τῷ καινῷ μνημείῳ, ἐξ οὗ μετὰ δόξης ἐξαναστάς, συνανέστησας Σωτήρ, πᾶσαν κτίσιν ὑμνοῦσαν τὸ κράτος σου.",black,
7386,,"Μοχλοὺς καὶ πύλας Δέσποτα, δυνατῶς ἔθραυσας τοῦ ᾍδου, καὶ ἀνέστης ὡς Θεός, καὶ ὑπαντήσας, τὸ Χαῖρε προσεῖπας ταῖς Γυναιξί, καὶ ταύτας εἰπεῖν ἐξαπέστειλας Μαθηταῖς. Ἐξεγήγερται ὁ ζῶν, καὶ ὡράθη φωτίζων τὰ πέρατα.",black,
7387,,"Τί κλαίετε; τί φέρετε ὡς θνητῷ Γύναια τὰ μύρα; ἐξηγέρθη ὁ Χριστός, ἐβόα πάλαι ἀστράπτων μεγάλως, ὁ φανεὶς νεανίας, κενὰς τὰς σινδόνας καταλιπών· ἀπελθοῦσαι τοῖς αὐτοῦ, ἀπαγγείλατε φίλοις τὴν Ἔγερσιν.",black,
7388,,"Ῥεῖθρον ὑπάρχων Κύριε, τῆς ζωῆς ἄφθονον, καὶ ἄβυσσος ἐλέους ἀγαθὲ ὁδοιπορήσας καθέζῃ, πλησίον τοῦ φρέατος τοῦ ὅρκου, καὶ τῇ Σαμαρείτιδι ἐκβοᾷς· Δός μοι ὕδωρ τοῦ πιεῖν, ὅπως λάβῃς ἀφέσεως νάματα.",black,
7389,,Δόξα...,black,
7390,,"Ὑμνῶ Πατέρα ἄναρχον, καὶ Υἱὸν σύνθρονον καὶ Πνεῦμα ὁμοούσιον πιστῶς, μίαν οὐσίαν, καὶ φύσιν καὶ δόξαν, καὶ μίαν βασιλείαν, Θεὸν τῶν ἁπάντων καὶ ποιητήν, συνοχέα τοῦ παντός, μετὰ τῶν ἀσωμάτων δυνάμεων.",black,
7391,,Καὶ νῦν...,black,
7392,Θεοτοκίον,,red,
7393,,"Παρθένον μόνην τίκτουσαν, καὶ νηδὺν ἄφθορον τηρήσασαν, ὑμνοῦμέν σε Ἁγνὴ θρόνον Κυρίου, καὶ πύλην καὶ ὄρος, καὶ νοητὴν λυχνίαν, νυμφῶνα ὁλόφωτον τοῦ Θεοῦ, καὶ σκηνὴν δόξης σαφῶς, κιβωτόν τε καὶ στάμνον καὶ τράπεζαν.",black,
7394,Καταβασία,,red,
7395,,"«Κατῆλθες ἐν τοῖς κατωτάτοις τῆς γῆς, καὶ συνέτριψας μοχλοὺς αἰωνίους, κατόχους πεπεδημένων Χριστέ, καὶ τριήμερος, ὡς ἐκ κήτους Ἰωνᾶς, ἐξανέστης τοῦ τάφου».",black,
7396,Κοντάκιον τῆς Σαμαρείτιδος,,red,
7397,Ἦχος πλ. δ',,red,
7398,,"Πίστει ἐλθοῦσα ἐν τῷ φρέατι, ἡ Σαμαρεῖτις ἐθεάσατο, τὸ τῆς σοφίας ὕδωρ σε, ᾧ ποτισθεῖσα δαψιλῶς βασιλείαν τὴν ἄνωθεν ἐκληρώσατο,",black,
7399,Ὁ Οἶκος,,red,
7400,,"Τῶν σεπτῶν μυστηρίων ἀκούσωμεν, Ἰωάννου ἡμᾶς ἐκδιδάσκοντος, τὰ ἐν τῇ Σαμαρείᾳ γινόμενα, πῶς γυναικὶ ὡμίλει ὁ Κύριος, ὕδωρ αἰτήσας, ὁ τὰ ὕδατα εἰς τὰς συναγωγάς αὐτῶν συνάξας, ὁ Πατρὶ καὶ τῷ Πνεύματι σύνθρονος· ἦλθε γὰρ ἐκζητῶν τὴν εἰκόνα αὐτοῦ,",black,
7401,Συναξάριον,,red,
7402,,"Τῇ αὐτῇ ἡμέρᾳ Κυριακῇ πέμπτῃ ἀπὸ τοῦ Πάσχα, τὴν τῆς Σαμαρείτιδος ἑορτὴν ἑορτάζομεν.",black,
7403,Στίχοι,,red,
7404,,"Ὕδωρ λαβεῖν ἐλθοῦσα τὸ φθαρτόν, γύναι,",black,
7405,,"Τὸ ζῶν ἀπαντλεῖς, ᾧ ῥύπους ψυχῆς πλύνεις.",black,
7406,"Κανών α', ᾨδὴ ζ', τοῦ Πάσχα",,red,
7407,Ἦχος α',,red,
7408,Ὁ Εἱρμὸς,,red,
7409,,"«Ὁ Παῖδας ἐκ καμίνου ῥυσάμενος, γενόμενος ἄνθρωπος, πάσχει ὡς θνητός, καὶ διὰ Πάθους τὸ θνητόν, ἀφθαρσίας ἐνδύει εὐπρέπειαν, ὁ μόνος εὐλογητὸς τῶν Πατέρων, Θεὸς καὶ ὑπερένδοξος».",black,
7410,,"Γυναῖκες μετὰ μύρων θεόφρονες, ὀπίσω σου ἔδραμον, ὃν δὲ ὡς θνητόν, μετὰ δακρύων ἐζήτουν, προσεκύνησαν χαίρουσαι ζῶντα Θεόν, καὶ Πάσχα τὸ μυστικὸν σοῖς Χριστὲ Μαθηταῖς εὐηγγελίσαντο.",black,
7411,,"Θανάτου ἑορτάζομεν νέκρωσιν, ᾍδου τὴν καθαίρεσιν, ἄλλης βιοτῆς, τῆς αἰωνίου ἀπαρχήν, καὶ σκιρτῶντες ὑμνοῦμεν τὸν αἴτιον, τὸν μόνον εὐλογητὸν τῶν Πατέρων, Θεὸν καὶ ὑπερένδοξον.",black,
7412,,"Ὡς ὄντως ἱερὰ καὶ πανέορτος, αὕτη ἡ σωτήριος, νὺξ καὶ φωταυγής, τῆς λαμπροφόρου ἡμέρας, τῆς Ἐγέρσεως οὖσα προάγγελος, ἐν ᾗ τὸ ἄχρονον φῶς, ἐκ τάφου σωματικῶς πᾶσιν ἐπέλαμψεν.",black,
7413,"Κανών β', ᾨδὴ ζ', τῆς Θεοτόκου",,red,
7414,Ἦχος α',,red,
7415,Ὁ Παῖδας ἐκ καμίνου ῥυσάμενος,,red,
7416,,"Νεκρώσας ὁ Υἱός σου τὸν θάνατον, Πανάμωμε σήμερον, πᾶσι τοῖς θνητοῖς, τὴν διαμενουσαν ζωήν, εἰς αἰῶνας αἰώνων δεδώρηται, ὁ μόνος εὐλογητὸς τῶν πατέρων, Θεὸς καὶ ὑπερένδοξος.",black,
7417,,"Ὁ πάσης βασιλεύων τῆς κτίσεως, γενόμενος ἄνθρωπος, ᾤκησε τὴν σήν, θεοχαρίτωτε νηδύν, καὶ σταυρὸν ὑπομείνας καὶ θάνατον, ἀνέστη θεοπρεπῶς, συνεγείρας ἡμᾶς, ὡς παντοδύναμος.",black,
7418,"Κανών γ', ᾨδὴ ζ', τῆς Μεσοπεντηκοστῆς",,red,
7419,Ἦχος πλ. δ',,red,
7420,Τῶν Χαλδαίων ἡ κάμινος,,red,
7421,,"Σαρκικῶς ἐκοπίασας, ἡ ἀνάπαυσις πάντων, ἑκουσίως ἐδίψησας, ἡ πηγὴ τῶν θαυμάτων, τὸ ὕδωρ ἐζήτησας, ὕδωρ τὸ ζῶν Ἰησοῦ ἐπαγγειλάμενος.",black,
7422,,"Σαμαρείτιδι Κύριε, γυναικὶ προσωμίλεις, διαλέγων τὴν ἄνοιαν, τῶν ἀνόμων Ἑβραίων· ἡ μὲν γὰρ ἐπίστευσεν, Υἱόν σε εἶναι Θεοῦ, οἱ δὲ ἠρνήσαντο.",black,
7423,,"Ὕδωρ ζῶν τὸ ἁλλόμενον, ὕδωρ ἀθανασίας, ἡ πηγὴ ἡ ἀείζωος, παρέχειν ἐπηγγείλω, τοῖς πίστει τὸ Πνεῦμά σου, προσδεχομένοις Σωτὴρ τὸ προϊὸν ἐκ Πατρός.",black,
7424,,"Πέντε ἄρτοις ἐξέθρεψας, χιλιάδας πεινώντων, καὶ τοῦ κόρου τὰ λείψανα εἰς ἄλλας μυριάδας, Σωτὴρ ἐπερίσσευσας, δεικνὺς τὴν δόξαν σου τοῖς ἱεροῖς Μαθηταῖς.",black,
7425,,"Ὁ ἐσθίων τὸν ἄρτον σου, ζήσεται αἰωνίως, καὶ ὁ πίνων τὸ αἷμά σου, ἐν σοὶ μένει Σωτήρ μου, καὶ σὺ ἐν αὐτῷ μένεις, καὶ ἀναστήσεις αὐτόν, ἐν τῇ ἐσχάτῃ ῥοπῇ.",black,
7426,,"Ἐθαυμάστωσας Δέσποτα, τὴν σὴν οἰκονομίαν, πιστωσάμενος θαύμασι τὴν θείαν ἐξουσίαν, τὰς νόσους ἀπήλασας, νεκροὺς ἀνέστησας, τυφλοὺς ἐφώτισας ὡς Θεός.",black,
7427,,"Τοὺς λεπροὺς ἐκαθάρισας, τοὺς χωλοὺς ἀνωρθώσω, παραλύτους συνέσφιγξας, Αἱμόρρουν ἐθεράπευσας· ἐπέζευσας πέλαγος δεικνὺς τὴν δόξαν σου τοῖς Ἱεροῖς Μαθηταῖς.",black,
7428,,Δόξα...,black,
7429,,"Προσκυνοῦμέν σου Κύριε τὸν ἄχρονον Πατέρα, καὶ τὴν χάριν τοῦ Πνεύματος, ἣν τοῖς σοῖς Ἀποστόλοις Θεὸς ὢν διένειμας, ἐξαποστέλλων αὐτοὺς ἐπὶ τὸ κήρυγμα.",black,
7430,,Καὶ νῦν ...,black,
7431,Θεοτοκίον,,red,
7432,,"Ἐν γαστρί σου ἐχώρησας τὸν ἀχώρητον Λόγον, ἐκ μαζῶν σου ἐθήλασας, τοῦ κόσμου τὸν τροφέα, ἀγκάλαις ἐβάστασας, τὸν παροχέα ἡμῶν, Θεογεννῆτορ ἁγνή.",black,
7433,"Κανών δ', ᾨδὴ ζ', τῆς Σαμαρείτιδος",,red,
7434,Ἦχος δ',,red,
7435,Ὁ Εἱρμὸς,,red,
7436,,"«Μὴ παραδῴης ἡμᾶς εἰς τέλος, διὰ τὸ ὄνομά σου καὶ μὴ διασκεδάσῃς τὴν διαθήκην σου, καὶ μὴ ἀποστήσῃς τὸ ἔλεός σου ἀφ' ἡμῶν, Κύριε ὁ Θεὸς τῶν Πατέρων ἡμῶν, ὁ ὑπερυψούμενος εἰς τοὺς αἰῶνας».",black,
7437,,"Μετὰ ἀνόμων, Χριστὲ οἰκτίρμον, ἑκὼν κατελογίσθης, καιρῷ τοῦ θείου Πάθους, καὶ ταῦτα βλέπουσα ἐσείετο ἡ γῆ, καὶ πέτραι παντουργῷ νεύματι ἐρρήγνυντο, ἀκατάληπτε, καὶ ἀνίσταντο νεκροὶ οἱ ἀπ' αἰῶνος.",black,
